PRICE,FLOOR,BEDROOM,BATHROOM,ROAD,LAND,AGE,Cities,LAND_squared
1.6,2,4,4,12,3.0,8,3,9.0
4.75,3,7,6,13,8.2,1,3,67.24
2.9,2,5,4,12,4.0,7,3,16.0
3.4,2,5,3,15,3.1,8,3,9.610000000000001
2.45,3,5,3,13,3.0,7,3,9.0
3.75,2,7,4,13,4.0,7,3,16.0
4.25,2,6,4,20,4.2,8,4,17.64
2.15,2,5,3,12,2.3,8,4,5.289999999999999
3.75,2,5,5,13,4.0,5,4,16.0
4.75,3,7,5,13,4.0,5,4,16.0
2.35,2,4,4,13,2.3,8,4,5.289999999999999
4.7,3,7,4,25,4.2,2,3,17.64
2.24,3,8,4,13,3.2,7,3,10.240000000000002
2.65,2,7,5,13,3.3,8,3,10.889999999999999
3.99,2,6,4,15,4.0,11,3,16.0
3.35,4,6,4,18,3.0,18,3,9.0
4.9,2,6,5,18,4.0,10,0,16.0
3.7,2,5,3,12,6.1,16,3,37.209999999999994
2.75,2,5,3,20,3.0,9,4,9.0
6.4,2,4,5,20,6.0,23,4,36.0
4.0,2,12,4,14,7.0,13,3,49.0
4.0,1,2,2,14,5.0,7,3,25.0
2.99,2,4,4,20,4.0,9,3,16.0
4.5,3,7,4,20,6.2,9,3,38.440000000000005
3.85,2,7,5,13,4.0,11,3,16.0
3.75,2,7,4,16,3.2,5,3,10.240000000000002
2.5,2,4,4,20,3.0,11,4,9.0
1.96,4,11,5,9,3.0,5,3,9.0
2.84,3,5,5,22,5.0,7,3,25.0
1.62,4,9,6,9,3.0,16,3,9.0
5.5,3,10,6,13,6.0,9,3,36.0
5.0,4,8,6,20,5.0,10,0,25.0
3.3,2,6,4,20,3.2,11,4,10.240000000000002
2.75,2,4,4,12,4.0,11,3,16.0
4.25,3,7,6,16,5.0,9,3,25.0
2.1,2,4,2,20,4.0,9,3,16.0
2.3,2,4,4,13,2.3,5,4,5.289999999999999
2.65,2,4,4,13,3.1,17,4,9.610000000000001
7.0,3,4,5,13,6.0,11,4,36.0
2.4,1,2,1,15,4.0,7,3,16.0
4.1,3,8,6,13,5.0,11,4,25.0
4.45,3,6,3,12,6.2,16,3,38.440000000000005
4.5,2,6,3,13,10.3,11,3,106.09000000000002
2.75,3,6,7,22,3.0,12,3,9.0
4.5,2,4,4,20,3.2,11,4,10.240000000000002
6.8,3,5,6,20,8.0,16,3,64.0
4.65,2,4,3,13,5.1,12,3,26.009999999999998
3.45,2,5,5,13,4.2,2,3,17.64
2.1,2,6,3,13,7.0,5,2,49.0
4.2,2,6,5,16,4.2,26,3,17.64
4.3,2,4,4,14,3.2,11,4,10.240000000000002
2.55,2,5,4,13,3.0,11,4,9.0
2.75,2,5,4,13,3.0,9,4,9.0
2.7,2,4,4,20,3.0,9,4,9.0
2.4,2,4,3,13,3.2,2,4,10.240000000000002
2.9,2,4,3,14,3.2,26,3,10.240000000000002
3.6,2,7,4,12,5.0,12,3,25.0
5.7,2,4,3,20,7.2,2,3,51.84
4.17,2,4,5,13,4.0,2,3,16.0
2.99,2,6,5,13,3.1,8,3,9.610000000000001
2.0,3,6,2,12,3.2,9,4,10.240000000000002
3.3,2,5,3,11,4.0,2,3,16.0
3.9,2,6,5,12,4.0,26,4,16.0
2.65,3,8,8,13,4.0,11,4,16.0
5.5,3,9,4,13,8.0,9,3,64.0
3.35,2,7,4,20,5.0,5,4,25.0
1.4,1,1,1,10,2.5,8,4,6.25
2.55,2,5,3,13,3.0,5,4,9.0
3.25,2,6,4,15,4.0,12,4,16.0
2.25,2,4,3,18,3.1,3,3,9.610000000000001
2.3,2,7,3,13,3.0,8,4,9.0
3.5,2,5,4,13,4.0,5,3,16.0
2.65,2,4,4,20,3.1,20,4,9.610000000000001
2.95,2,6,5,13,4.0,12,4,16.0
1.6,1,2,1,13,3.1,10,4,9.610000000000001
2.7,3,6,4,13,2.3,2,3,5.289999999999999
2.3,2,4,3,13,3.0,5,4,9.0
3.88,3,6,5,13,4.2,12,3,17.64
3.98,2,7,5,13,4.1,11,3,16.81
4.35,2,5,5,13,5.0,9,3,25.0
2.3,3,4,2,10,3.0,9,3,9.0
2.3,2,5,3,10,3.0,12,3,9.0
3.4,2,4,4,20,3.1,11,3,9.610000000000001
1.5,3,3,3,4,2.2,9,3,4.840000000000001
3.8,3,6,4,20,3.0,9,3,9.0
3.5,2,12,4,11,6.0,12,3,36.0
3.75,2,6,5,13,4.0,12,3,16.0
4.25,3,8,5,13,4.2,2,4,17.64
3.45,2,5,4,13,4.1,2,4,16.81
2.65,3,5,5,13,3.0,5,4,9.0
3.15,3,5,4,13,3.1,8,4,9.610000000000001
3.75,2,5,4,13,3.3,5,4,10.889999999999999
2.7,2,4,4,15,3.2,9,4,10.240000000000002
3.9,2,5,4,13,5.2,9,3,27.040000000000003
4.0,2,6,4,4,6.0,8,3,36.0
3.5,5,17,12,13,3.0,5,3,9.0
3.5,2,5,3,13,3.2,7,3,10.240000000000002
5.86,3,4,5,20,4.1,5,4,16.81
4.5,2,5,2,26,9.0,5,0,81.0
5.5,3,8,7,13,5.2,8,3,27.040000000000003
5.1,2,5,5,12,4.2,11,3,17.64
2.6,2,5,2,10,3.2,2,3,10.240000000000002
2.7,2,5,3,13,3.0,9,3,9.0
1.2,1,3,2,13,3.2,7,3,10.240000000000002
3.85,3,7,5,18,5.2,5,4,27.040000000000003
5.2,2,4,5,12,4.3,5,3,18.49
2.6,2,2,3,13,4.1,8,4,16.81
2.4,3,5,4,13,2.3,11,4,5.289999999999999
3.1,3,5,3,13,3.2,16,4,10.240000000000002
2.55,2,6,3,13,3.0,15,4,9.0
2.85,2,4,3,12,3.2,9,4,10.240000000000002
5.15,2,4,4,20,7.0,9,4,49.0
2.2,2,5,5,16,3.0,11,4,9.0
2.7,2,7,3,13,3.3,11,3,10.889999999999999
2.95,2,6,5,13,3.2,7,3,10.240000000000002
2.8,2,6,3,13,3.0,5,3,9.0
5.75,2,4,3,15,9.1,5,3,82.80999999999999
3.5,3,6,4,15,2.3,2,3,5.289999999999999
1.75,2,6,3,11,3.1,9,4,9.610000000000001
4.35,3,4,5,13,6.2,23,3,38.440000000000005
2.35,2,5,4,13,3.1,12,3,9.610000000000001
2.5,3,4,2,8,4.0,12,3,16.0
5.1,2,4,2,20,6.0,2,3,36.0
6.35,2,5,5,14,6.7,2,4,44.89
7.0,2,4,4,17,5.3,5,3,28.09
2.5,2,5,3,13,3.0,9,4,9.0
1.65,1,2,1,13,3.0,7,4,9.0
3.45,2,6,3,13,4.0,8,3,16.0
2.35,2,6,2,12,2.2,7,3,4.840000000000001
3.85,3,4,5,13,4.2,7,3,17.64
3.35,2,5,4,12,5.0,8,3,25.0
2.15,2,9,3,13,2.3,5,4,5.289999999999999
3.9,2,7,4,12,7.0,5,3,49.0
2.75,3,5,3,20,3.0,8,4,9.0
2.95,3,6,5,13,3.1,11,3,9.610000000000001
1.6,2,2,2,10,4.0,8,3,16.0
7.25,2,6,3,13,10.0,8,3,100.0
3.85,3,6,5,13,4.5,5,3,20.25
2.95,2,4,3,16,4.0,12,3,16.0
2.5,2,6,6,15,4.0,7,3,16.0
2.6,2,3,3,13,3.0,5,4,9.0
3.25,2,6,4,23,3.3,7,4,10.889999999999999
2.25,2,5,3,12,3.5,12,4,12.25
4.0,2,6,3,13,4.2,12,4,17.64
3.15,2,4,4,13,3.1,12,4,9.610000000000001
3.3,2,5,4,13,3.2,5,4,10.240000000000002
2.7,2,7,4,13,4.1,5,4,16.81
2.25,2,4,4,13,2.3,9,4,5.289999999999999
3.3,2,6,4,16,3.3,2,4,10.889999999999999
3.6,2,6,5,20,3.0,23,3,9.0
3.75,2,6,5,16,4.0,9,4,16.0
3.99,2,4,4,13,5.0,12,4,25.0
1.7,2,7,3,10,4.0,12,4,16.0
2.45,2,5,4,13,3.2,2,4,10.240000000000002
3.5,2,5,5,13,4.0,2,4,16.0
3.2,2,4,4,20,3.0,5,3,9.0
3.8,2,6,6,13,6.0,5,3,36.0
2.8,2,6,3,13,3.0,7,3,9.0
7.5,2,5,5,13,13.0,8,3,169.0
3.1,2,4,3,10,3.3,5,3,10.889999999999999
3.25,2,4,4,20,4.0,9,3,16.0
3.25,3,5,2,10,5.1,1,3,26.009999999999998
2.9,2,6,3,13,3.2,9,3,10.240000000000002
2.8,3,6,8,20,3.0,11,3,9.0
6.6,4,3,6,16,4.5,17,4,20.25
2.19,3,7,4,11,3.0,21,3,9.0
2.8,2,5,3,13,3.2,11,4,10.240000000000002
1.75,2,3,3,10,3.3,22,3,10.889999999999999
2.7,2,5,4,20,3.5,21,4,12.25
2.55,2,6,5,13,3.2,11,4,10.240000000000002
3.65,2,5,3,13,4.0,6,3,16.0
2.95,2,6,5,13,3.1,23,3,9.610000000000001
4.5,4,6,4,16,3.0,21,3,9.0
4.6,3,5,6,27,3.5,7,3,12.25
1.78,1,3,2,9,3.1,7,3,9.610000000000001
3.45,3,7,4,13,5.0,7,3,25.0
3.5,2,4,4,13,4.0,5,4,16.0
1.88,2,4,3,12,2.2,5,3,4.840000000000001
2.7,2,5,4,10,3.0,21,4,9.0
1.5,1,3,2,13,3.0,27,3,9.0
6.5,4,6,4,15,5.2,7,3,27.040000000000003
2.55,2,8,3,10,3.0,16,3,9.0
3.3,4,5,3,25,2.3,23,4,5.289999999999999
2.5,2,6,3,13,3.1,25,4,9.610000000000001
7.1,3,7,6,11,4.0,7,4,16.0
3.7,2,6,6,13,5.0,5,4,25.0
3.95,2,4,4,13,5.2,5,4,27.040000000000003
2.75,3,5,3,13,3.0,6,4,9.0
2.2,3,4,3,10,2.3,10,4,5.289999999999999
1.2,2,4,4,20,3.0,15,3,9.0
7.0,5,4,3,12,5.1,11,3,26.009999999999998
5.5,2,4,3,13,5.2,6,3,27.040000000000003
2.8,1,2,2,12,5.2,5,3,27.040000000000003
4.5,2,5,5,13,6.1,23,4,37.209999999999994
1.35,2,8,4,13,4.0,21,4,16.0
3.25,2,5,4,13,3.3,7,4,10.889999999999999
3.75,2,4,4,16,4.0,7,4,16.0
2.6,3,5,6,11,3.3,5,3,10.889999999999999
2.4,2,4,2,14,4.0,29,3,16.0
3.8,2,3,3,10,4.0,27,3,16.0
2.95,2,6,5,13,4.0,7,3,16.0
2.55,2,5,4,20,4.2,16,3,17.64
3.1,3,8,3,12,4.0,23,3,16.0
4.25,2,4,4,20,4.0,5,4,16.0
3.0,2,4,5,20,3.0,7,3,9.0
3.45,2,6,3,13,4.0,5,3,16.0
7.4,3,8,4,13,11.0,27,3,121.0
3.75,2,4,4,20,3.2,11,4,10.240000000000002
2.0,2,2,2,12,3.0,12,0,9.0
3.45,2,7,4,14,6.1,14,3,37.209999999999994
6.5,3,7,4,18,3.2,16,3,10.240000000000002
3.0,3,6,3,32,4.0,6,3,16.0
3.4,2,5,4,13,4.0,4,3,16.0
6.75,2,9,6,12,8.0,7,3,64.0
4.7,2,6,3,16,6.0,6,3,36.0
6.0,4,6,5,20,4.0,8,3,16.0
3.3,2,5,4,13,4.0,8,3,16.0
3.4,2,6,3,13,4.0,4,3,16.0
4.2,2,6,3,12,4.3,11,3,18.49
3.45,2,6,3,13,4.0,12,3,16.0
3.75,2,3,4,20,5.0,8,4,25.0
3.8,2,4,3,18,4.0,6,3,16.0
1.55,1,2,1,13,2.3,6,4,5.289999999999999
2.35,2,4,4,13,3.0,5,4,9.0
6.25,2,4,5,17,7.2,16,3,51.84
1.8,2,4,3,20,3.3,21,4,10.889999999999999
2.7,2,5,3,13,3.2,16,4,10.240000000000002
4.15,4,5,5,6,4.0,8,3,16.0
2.04,2,4,3,12,3.0,6,4,9.0
4.1,3,6,6,20,4.2,11,0,17.64
4.0,2,4,3,13,4.3,5,3,18.49
4.35,3,6,4,13,6.0,5,3,36.0
5.8,2,4,4,13,10.0,5,3,100.0
3.8,2,8,5,10,4.0,7,3,16.0
3.0,3,12,5,13,3.2,5,3,10.240000000000002
1.5,2,4,4,17,3.0,11,3,9.0
3.0,2,5,4,15,4.0,5,4,16.0
3.5,2,7,4,16,6.0,7,4,36.0
1.55,2,4,2,10,3.5,6,3,12.25
2.95,2,6,5,13,4.1,11,3,16.81
5.0,3,5,6,19,4.5,21,4,20.25
5.5,3,3,4,13,5.0,12,4,25.0
7.5,4,8,8,17,4.2,5,3,17.64
2.95,2,5,3,11,3.2,11,3,10.240000000000002
6.8,3,7,3,23,6.2,5,3,38.440000000000005
2.3,2,4,4,13,3.0,5,3,9.0
2.7,2,4,3,13,3.1,13,4,9.610000000000001
2.9,2,5,4,13,4.0,21,4,16.0
2.75,2,4,4,13,3.2,21,4,10.240000000000002
3.5,3,12,6,12,4.2,21,3,17.64
1.33,1,2,1,10,3.2,5,3,10.240000000000002
2.85,2,4,3,9,3.2,21,3,10.240000000000002
6.1,2,4,3,13,10.0,14,3,100.0
1.7,2,5,2,13,2.2,5,4,4.840000000000001
3.9,3,6,6,14,6.0,4,3,36.0
1.6,2,4,3,10,3.2,12,3,10.240000000000002
3.5,2,5,4,13,8.0,16,0,64.0
2.4,2,4,3,20,3.0,13,4,9.0
6.5,2,3,3,15,6.1,5,3,37.209999999999994
2.65,2,4,3,20,3.1,5,4,9.610000000000001
3.3,2,5,4,10,4.0,5,3,16.0
4.15,2,4,4,20,4.0,11,4,16.0
1.9,2,4,4,16,4.0,7,4,16.0
6.5,2,5,5,13,8.0,5,3,64.0
3.05,2,5,4,13,4.0,5,4,16.0
4.0,2,3,3,26,4.0,11,4,16.0
7.5,2,5,4,15,6.1,4,3,37.209999999999994
4.19,2,5,4,20,5.0,11,4,25.0
2.5,3,7,3,10,3.0,12,3,9.0
5.1,2,4,4,12,5.0,6,3,25.0
5.6,2,5,4,11,6.0,19,3,36.0
3.5,2,4,2,8,6.2,19,3,38.440000000000005
1.8,1,3,2,13,4.0,5,3,16.0
5.5,2,6,5,13,6.2,11,3,38.440000000000005
2.9,2,4,5,16,5.3,18,3,28.09
5.5,2,3,4,10,4.2,19,4,17.64
2.75,2,5,3,20,2.2,19,3,4.840000000000001
3.65,3,5,4,13,5.0,16,3,25.0
6.15,2,5,3,13,6.0,13,3,36.0
1.7,2,6,3,10,3.2,5,3,10.240000000000002
2.55,2,4,4,13,3.0,5,4,9.0
2.65,3,6,5,13,3.5,11,4,12.25
2.05,2,5,4,13,3.2,7,4,10.240000000000002
2.5,2,6,3,12,4.2,5,3,17.64
2.9,2,14,6,13,12.0,11,4,144.0
3.2,2,4,3,8,5.0,11,3,25.0
5.15,2,5,3,13,8.3,12,3,68.89000000000001
5.8,2,4,2,13,10.0,5,3,100.0
6.4,4,10,6,20,5.0,7,4,25.0
2.35,4,3,3,13,2.5,5,3,6.25
4.5,3,7,4,15,6.0,4,4,36.0
3.15,3,6,4,10,3.1,6,3,9.610000000000001
2.95,3,6,4,10,3.0,5,3,9.0
4.98,4,11,4,9,5.3,31,3,28.09
3.7,2,4,3,13,3.2,4,3,10.240000000000002
2.7,3,8,4,13,3.2,18,3,10.240000000000002
3.8,2,5,4,20,4.2,5,4,17.64
1.35,1,2,1,10,2.2,23,3,4.840000000000001
3.95,2,6,5,20,5.0,19,3,25.0
3.25,3,6,3,13,5.3,18,3,28.09
2.7,2,5,4,20,3.2,5,4,10.240000000000002
2.85,2,4,4,13,3.3,16,4,10.889999999999999
2.5,2,6,5,13,4.2,31,4,17.64
1.5,2,4,3,17,3.0,6,3,9.0
2.75,3,5,3,13,3.0,7,4,9.0
6.75,2,8,8,14,4.0,5,4,16.0
2.9,2,5,4,13,3.3,8,3,10.889999999999999
2.98,2,5,3,20,4.0,8,3,16.0
1.4,3,2,2,10,4.1,4,0,16.81
3.8,2,4,5,14,3.3,11,4,10.889999999999999
6.75,2,8,8,11,4.0,7,3,16.0
6.5,2,4,4,12,9.5,12,3,90.25
1.8,1,3,2,13,4.0,14,3,16.0
2.75,2,4,4,13,3.2,16,4,10.240000000000002
2.35,2,8,4,10,2.2,6,4,4.840000000000001
2.75,2,5,4,9,3.0,6,4,9.0
2.6,2,5,4,13,3.1,17,4,9.610000000000001
2.45,2,7,4,10,3.0,16,3,9.0
2.55,3,5,3,13,3.0,5,3,9.0
2.25,2,4,3,13,4.0,5,3,16.0
1.31,2,6,3,12,3.0,25,3,9.0
3.3,2,4,6,20,4.0,21,3,16.0
2.2,2,5,4,13,3.1,21,4,9.610000000000001
2.35,2,4,5,13,3.1,21,4,9.610000000000001
4.25,2,6,4,13,4.0,8,4,16.0
1.9,2,5,3,10,3.0,21,3,9.0
2.3,2,5,5,10,3.3,5,3,10.889999999999999
4.0,2,6,6,15,5.0,21,3,25.0
3.0,2,4,3,13,3.0,7,3,9.0
5.5,2,3,4,14,4.2,11,4,17.64
6.2,2,4,4,14,10.0,7,3,100.0
4.0,2,6,6,15,5.0,6,3,25.0
3.8,2,5,3,14,5.1,5,3,26.009999999999998
2.55,2,9,7,20,3.2,11,4,10.240000000000002
2.1,2,6,2,13,2.3,21,4,5.289999999999999
2.5,2,6,4,12,2.0,5,3,4.0
2.5,3,6,4,10,3.1,11,3,9.610000000000001
2.5,2,6,3,13,2.3,11,3,5.289999999999999
2.9,4,5,6,13,3.0,11,3,9.0
3.1,2,5,4,15,3.3,5,4,10.889999999999999
3.98,2,4,4,14,6.0,7,3,36.0
4.5,2,5,4,18,9.0,21,3,81.0
1.5,2,5,5,13,2.2,21,3,4.840000000000001
5.5,2,5,4,16,5.2,21,4,27.040000000000003
3.25,2,4,4,13,3.3,5,4,10.889999999999999
3.6,2,4,3,12,7.0,5,4,49.0
2.5,3,8,4,10,4.3,24,3,18.49
4.3,3,17,10,10,5.0,21,3,25.0
2.95,2,4,3,13,5.0,14,0,25.0
4.25,2,3,3,20,6.0,5,4,36.0
3.5,2,5,4,22,3.3,19,4,10.889999999999999
5.4,2,7,4,20,5.3,19,4,28.09
4.5,2,5,6,15,5.0,16,3,25.0
3.8,2,5,3,14,5.1,13,3,26.009999999999998
2.95,2,4,3,13,3.3,5,3,10.889999999999999
3.45,2,6,5,13,4.0,5,3,16.0
2.85,3,4,3,13,3.1,5,3,9.610000000000001
2.05,3,6,4,20,3.0,5,0,9.0
5.0,2,4,5,13,5.1,4,3,26.009999999999998
2.9,2,5,5,16,3.2,4,3,10.240000000000002
2.9,2,3,3,14,3.2,11,4,10.240000000000002
3.1,2,4,5,15,4.2,6,4,17.64
2.5,2,6,5,12,4.1,19,3,16.81
3.1,3,6,5,14,3.5,13,3,12.25
2.95,2,4,3,12,3.0,5,3,9.0
2.95,2,5,5,13,3.2,5,4,10.240000000000002
3.0,1,2,2,4,4.2,11,3,17.64
6.25,2,3,3,16,5.3,7,4,28.09
3.9,2,4,4,13,5.0,5,4,25.0
3.1,2,5,4,13,4.0,4,3,16.0
2.9,2,3,2,20,4.0,11,4,16.0
2.6,2,4,5,13,3.1,12,4,9.610000000000001
4.1,2,5,5,13,4.0,6,4,16.0
4.45,2,5,5,14,5.0,19,3,25.0
3.15,2,6,5,13,3.5,19,3,12.25
4.0,2,5,4,13,4.3,16,3,18.49
5.0,3,8,6,20,6.1,5,3,37.209999999999994
1.75,2,6,4,9,3.0,18,3,9.0
3.25,2,4,4,13,3.3,19,4,10.889999999999999
2.6,2,4,4,10,3.5,16,3,12.25
6.5,3,7,3,13,12.0,5,4,144.0
3.85,2,3,4,14,4.2,5,4,17.64
3.75,2,4,3,13,7.0,5,3,49.0
2.35,2,4,2,11,5.0,11,3,25.0
5.5,3,7,8,20,7.5,7,3,56.25
5.35,3,7,5,18,7.1,11,3,50.41
5.0,2,5,6,14,4.0,12,4,16.0
3.5,2,5,4,22,3.3,10,4,10.889999999999999
4.8,5,8,5,22,5.0,5,4,25.0
3.25,3,6,3,13,5.2,4,3,27.040000000000003
3.5,2,5,4,20,4.1,32,4,16.81
4.1,2,4,5,20,5.0,4,4,25.0
7.0,2,6,5,11,6.3,6,3,39.69
2.2,2,4,3,20,9.2,23,4,84.63999999999999
3.9,2,5,3,13,5.0,18,3,25.0
2.7,2,6,3,13,3.1,5,3,9.610000000000001
1.3,1,2,1,13,3.0,16,3,9.0
4.05,2,4,3,13,5.5,31,4,30.25
3.25,4,6,4,26,2.2,4,3,4.840000000000001
3.3,2,6,4,13,6.0,6,3,36.0
6.25,2,6,6,15,6.2,7,3,38.440000000000005
2.05,2,4,3,10,3.0,4,3,9.0
5.0,2,4,4,13,7.0,5,3,49.0
2.6,2,5,3,13,3.3,11,4,10.889999999999999
2.35,2,3,4,13,3.1,5,4,9.610000000000001
7.0,4,12,4,10,9.1,8,4,82.80999999999999
3.25,2,11,2,13,4.0,9,3,16.0
7.35,2,6,4,18,6.0,5,3,36.0
3.2,2,4,4,20,4.0,8,3,16.0
2.5,2,5,5,20,3.5,9,3,12.25
3.25,2,5,5,14,3.5,5,3,12.25
2.5,2,4,3,16,3.1,7,3,9.610000000000001
2.9,2,5,2,20,2.3,21,3,5.289999999999999
4.1,3,5,4,13,5.2,17,3,27.040000000000003
4.5,2,4,3,15,7.0,6,3,49.0
5.0,2,4,3,20,5.2,6,4,27.040000000000003
4.75,2,3,4,15,6.1,6,3,37.209999999999994
3.5,3,8,4,10,5.0,23,4,25.0
5.35,4,8,4,12,8.1,13,3,65.61
3.9,2,6,4,14,4.0,7,3,16.0
3.5,3,6,3,22,4.0,9,3,16.0
3.15,2,3,4,13,4.0,11,3,16.0
2.65,2,6,4,13,3.3,5,3,10.889999999999999
3.5,2,6,3,14,5.0,7,3,25.0
